Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Black,16.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS ,,,,,13.0,19.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Hispanic,20.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,16.0,26.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,All,25.3,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,20.7,29.9
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Asian/PI,,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed here because CHIS reports rate as statistically unstable.; Data is for Alameda County. ",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Black,,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed here because CHIS reports rate as statistically unstable.; Data is for Alameda County. ",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Hispanic,26.9,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,14.5,39.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,White,18.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS ,,,,,17.0,19.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Other,,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed here because CHIS reports rate as statistically unstable.; Data is for Alameda County. ",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,White,34.5,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,27.7,41.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Female,All,23.5,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,16.6,30.4
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Male,All,27.1,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,20.4,33.8
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Female,All,16.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,13.0,19.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Male,All,22.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,19.0,27.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,All,18.2,"Phoenix, AZ",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Arizona BRFSS,,All Maricopa County,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Hispanic,22.7,"Phoenix, AZ",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Arizona BRFSS,,All Maricopa County,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,White,17.9,"Phoenix, AZ",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Arizona BRFSS,,All Maricopa County,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Female,All,12.7,"Phoenix, AZ",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Arizona BRFSS,,All Maricopa County,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Male,All,23.7,"Phoenix, AZ",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Arizona BRFSS,,All Maricopa County,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,All,22.0,"San Antonio, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS survery data,,Bexar County level data,,,16.7,28.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Black,,"San Antonio, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS survery data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Hispanic,21.8,"San Antonio, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS survery data,,Bexar County level data,,,14.4,31.7
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Other,,"San Antonio, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS survery data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,White,19.3,"San Antonio, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS survery data,,Bexar County level data,,,12.7,28.2
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Female,All,15.3,"San Antonio, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS survery data,,Bexar County level data,,,8.9,24.8
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Male,All,28.8,"San Antonio, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS survery data,,Bexar County level data,,,21.1,38.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,All,15.9,"San Diego County, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.","Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",,,,12.7,19.2
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Asian/PI,,"San Diego County, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2012.","Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)","Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
